"","PID","Gender","Age","CueMapping","Phase","Block","TrialN","NbackLevel","ISI","ISI_calibrated","CaliEnd_A_measure","Trial_A_measure","Trial_ACC","Trial_RT","CueLearning","TrialDemandLearning","cue_i_on_zyg_values","cue_i_on_zyg_zvalues","cue_e_on_zyg_values","cue_e_on_zyg_zvalues","cue_i_on_scr_values","cue_i_on_scr_zvalues","cue_e_on_scr_values","cue_e_on_scr_zvalues","PhaseType","Choice","ChoiceDemand","TaskDemand","ChoiceRT","cue_e_true_zyg_values","cue_e_true_zyg_zvalues","cue_e_true_cor_values","cue_e_true_cor_zvalues","cue_e_true_scr_values","cue_e_true_scr_zvalues","OfflineRatingTimePoint","TrialDemand","OfflineRating","OfflineRatingRT","cue_i_off_zyg_values","cue_i_off_zyg_zvalues","cue_i_off_cor_values","cue_i_off_cor_zvalues","cue_i_off_scr_values","cue_i_off_scr_zvalues","CueCheck","CueDemandCheck","CorrectAnswer","Answer","AnswerDemand","AnswerRT","AnswerACC","DemandRatingQuesIndex","QuesTLX","DemandLevel","DemandRating","DemandRatingRT","BAI_bis","BAI_bas_d","BAI_bas_rr","BAI_bas_fs","NFC","BFI_ext","BFI_agr","BFI_con","BFI_neu","BFI_open","UPPS_lps","UPPS_lpm","UPPS_pu","UPPS_ss"
"009.1",9,"Female",19,"A","LEARNING",1,1,1,679,,,,,,"cue1.png","Easy",0.00166702875374984,1.21593627573673,0.00057576847237573,0.0516516271529196,1.48,-0.0997182137511689,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.2",9,"Female",19,"A","LEARNING",1,2,3,679,,,,,,"cue2.png","Hard",0.000688953106982024,0.306036831058117,-0.000728843609863039,-0.827009703332382,1.434,-0.185058452496356,1.447,-0.309492550049469,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.3",9,"Female",19,"A","LEARNING",1,3,1,679,,,,,,"cue1.png","Easy",,,0.00427757622430308,2.54483359962678,1.446,-0.16279578151935,1.467,-0.280032656337727,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.4",9,"Female",19,"A","LEARNING",1,4,3,679,,,,,,"cue2.png","Hard",0.000172507710111722,-0.174410035574342,-0.000145289875805449,-0.433983985299161,1.968,0.805630405980374,1.954,0.437315755543196,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.5",9,"Female",19,"A","LEARNING",1,5,3,679,,,,,,"cue2.png","Hard",0.00101511587743071,0.60946461262781,,,1.567,0.0616861508321185,1.587,-0.103273294067274,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.6",9,"Female",19,"A","LEARNING",1,6,1,679,,,,,,"cue1.png","Easy",0.00102484343193972,0.618514113527944,,,1.574,0.0746727089020379,1.604,-0.0782323844122928,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.7",9,"Female",19,"A","LEARNING",1,7,3,679,,,,,,"cue2.png","Hard",,,9.31790444384122e-05,-0.273374236552011,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.8",9,"Female",19,"A","LEARNING",1,8,3,679,,,,,,"cue2.png","Hard",-0.000215889811177436,-0.53573453036513,,,,,0.614,-1.53649712314353,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.9",9,"Female",19,"A","LEARNING",1,9,1,679,,,,,,"cue1.png","Easy",0.00017798218428754,-0.169317156481661,0.00107887909433432,0.390498595144218,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.10",9,"Female",19,"A","LEARNING",1,10,1,679,,,,,,"cue1.png","Easy",0.000860645367092227,0.465761380632732,0.000240549327646005,-0.174119775490321,2.712,2.18591600655469,0.801,-1.26104711693874,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.11",9,"Female",19,"A","LEARNING",1,11,3,679,,,,,,"cue2.png","Hard",0.00118083227829716,0.763629846800455,-0.000572754703522613,-0.721883215553945,,,2.012,0.522749447307248,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.12",9,"Female",19,"A","LEARNING",1,12,1,679,,,,,,"cue1.png","Easy",,,-0.000292772034575207,-0.533313794988723,,,2.792,1.67168530206519,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.13",9,"Female",19,"A","LEARNING",1,13,1,679,,,,,,"cue1.png","Easy",-0.00143649875459787,-1.67126162733174,0.000757829758935017,0.174270614402779,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.14",9,"Female",19,"A","LEARNING",1,14,1,679,,,,,,"cue1.png","Easy",,,,,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.15",9,"Female",19,"A","LEARNING",1,15,3,679,,,,,,"cue2.png","Hard",-5.81149521428756e-05,-0.388957277404989,-0.000128089147100662,-0.422399227366267,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.16",9,"Female",19,"A","LEARNING",1,16,1,679,,,,,,"cue1.png","Easy",,,-0.000224599057371651,-0.487399028700472,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.17",9,"Female",19,"A","LEARNING",1,17,1,679,,,,,,"cue1.png","Easy",0.000139253394968182,-0.205346377750192,0.000934565101169521,0.293302557357852,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.18",9,"Female",19,"A","LEARNING",1,18,3,679,,,,,,"cue2.png","Hard",0.000212878078132742,-0.1368536609062,-0.000868923426109441,-0.921354006434331,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.19",9,"Female",19,"A","LEARNING",1,19,3,679,,,,,,"cue2.png","Hard",-0.00105661789205067,-1.31786014246911,0.00269068386828388,1.47605540275156,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.20",9,"Female",19,"A","LEARNING",1,20,3,679,,,,,,"cue2.png","Hard",-0.00239459519123157,-2.56257450126173,,,1.163,-0.687823772060389,1.322,-0.493616885747858,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.21",9,"Female",19,"A","LEARNING",1,21,1,679,,,,,,"cue1.png","Easy",0.000468328676693364,0.100790900167618,0.00150067475899935,0.674579621951449,1.051,-0.895608701179104,2.013,0.524222441992835,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.22",9,"Female",19,"A","LEARNING",1,22,3,679,,,,,,"cue2.png","Hard",,,0.000749847771060323,0.168894714408154,1.461,-0.134967442798094,2.95,1.90441846238796,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.23",9,"Female",19,"A","LEARNING",1,23,3,679,,,,,,"cue2.png","Hard",,,0.000102510608534286,-0.267089391703788,2.388,1.58482389017555,2.103,0.656791963695674,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.24",9,"Female",19,"A","LEARNING",1,24,3,679,,,,,,"cue2.png","Hard",-0.00133500103153345,-1.57683874485056,-0.000116904893017168,-0.414866588578633,1.369,-0.305647920288467,2.973,1.93829734015646,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.25",9,"Female",19,"A","LEARNING",1,25,1,679,,,,,,"cue1.png","Easy",0.00122438379670652,0.804145631593318,0.00241237058713766,1.28861032138759,1.66,0.234221850903908,1.757,0.147135802482535,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.26",9,"Female",19,"A","LEARNING",1,26,1,679,,,,,,"cue1.png","Easy",-0.00134759481974182,-1.58855469027367,-0.00270428418139557,-2.15747664021588,0.632,-1.67294696279287,1.455,-0.297708592564772,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.27",9,"Female",19,"A","LEARNING",1,27,3,679,,,,,,"cue2.png","Hard",0.000510900947916325,0.140395695637672,,,2.25,1.32880317394,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.28",9,"Female",19,"A","LEARNING",1,28,1,679,,,,,,"cue1.png","Easy",,,0.00111477583436099,0.414675189690078,0.961,-1.06257873350664,1.494,-0.240261799826875,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.29",9,"Female",19,"A","LEARNING",1,29,1,679,,,,,,"cue1.png","Easy",,,0.000107379794468856,-0.263809975967956,1.74,0.382639657417275,2.805,1.69083423297783,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.30",9,"Female",19,"A","LEARNING",1,30,3,679,,,,,,"cue2.png","Hard",,,-7.0931878097015e-06,-0.340907976425604,1.555,0.0394234798551129,0.613,-1.53797011782912,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.31",9,"Female",19,"A","LEARNING",1,31,3,679,,,,,,"cue2.png","Hard",0.000912482437550461,0.51398517782018,0.00382750682133638,2.24171009969505,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.32",9,"Female",19,"A","LEARNING",1,32,1,679,,,,,,"cue1.png","Easy",-0.00167656773784655,-1.89459673976849,0.00480472135015402,2.89986789981829,1.574,0.0746727089020375,1.215,-0.651227317105679,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.33",9,"Female",19,"A","LEARNING",1,33,1,679,,,,,,"cue1.png","Easy",,,-0.0021952033393228,-1.81460870567043,2.146,1.13586002547262,1.76,0.151554786539296,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.34",9,"Female",19,"A","LEARNING",1,34,1,679,,,,,,"cue1.png","Easy",0.000100766553763499,-0.241150515758637,0.00211198536467271,1.08629970137842,2.297,1.4159986352666,1.588,-0.101800299381687,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.35",9,"Female",19,"A","LEARNING",1,35,3,679,,,,,,"cue2.png","Hard",0.000888901459131684,0.492047897979782,7.58177365262317e-05,-0.285067145207973,0.959,-1.06628917866948,2.287,0.927822985843703,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.36",9,"Female",19,"A","LEARNING",1,36,3,679,,,,,,"cue2.png","Hard",0.00149160574220476,1.05274102461664,0.000103208308741463,-0.26661948789049,0.67,-1.60244850469902,1.456,-0.296235597879185,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.37",9,"Female",19,"A","LEARNING",1,37,1,679,,,,,,"cue1.png","Easy",0.00158402827992005,1.13872130233936,0.000282017280209683,-0.146190947551232,0.605,-1.72303797249113,1.577,-0.118003240923145,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.38",9,"Female",19,"A","LEARNING",1,38,3,679,,,,,,"cue2.png","Hard",,,,,1.81,0.512505238116472,1.121,-0.789688817550867,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.39",9,"Female",19,"A","LEARNING",1,39,3,679,,,,,,"cue2.png","Hard",9.7225235010935e-05,-0.244444988918292,-0.00020312001297731,-0.472932808448474,2.167,1.17481969968238,2.66,1.4772500035677,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.40",9,"Female",19,"A","LEARNING",1,40,3,679,,,,,,"cue2.png","Hard",3.15370808135788e-05,-0.305554387995607,7.24919003107839e-05,-0.287307108882866,1.874,0.631239483327167,1.496,-0.237315810455701,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.41",9,"Female",19,"A","LEARNING",1,41,1,679,,,,,,"cue1.png","Easy",0.00030487488427768,-0.0512694393788477,0.000182115925487556,-0.213474899963197,0.784,-1.39095313041747,0.486,-1.72504044289868,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.42",9,"Female",19,"A","LEARNING",1,42,3,679,,,,,,"cue2.png","Hard",0.000446473679250699,0.0804592927891413,0.000521607317779494,0.0151738780916939,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.43",9,"Female",19,"A","LEARNING",1,43,3,679,,,,,,"cue2.png","Hard",,,,,1.018,-0.956831046365868,1.899,0.356301047835904,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.44",9,"Female",19,"A","LEARNING",1,44,1,679,,,,,,"cue1.png","Easy",0.00314064846260084,2.58683816781634,,,1.454,-0.147954000868014,0.792,-1.27430406910903,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.45",9,"Female",19,"A","LEARNING",1,45,1,679,,,,,,"cue1.png","Easy",0.00110145802919327,0.689788334213894,-0.000467754028149542,-0.651164850776244,1.307,-0.420671720336327,1.762,0.15450077591047,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.46",9,"Female",19,"A","LEARNING",1,46,1,679,,,,,,"cue1.png","Easy",7.27814599590375e-05,-0.267184924647261,,,0.627,-1.68222307569995,2.036,0.558101319761338,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.47",9,"Female",19,"A","LEARNING",1,47,3,679,,,,,,"cue2.png","Hard",0.000238287939042305,-0.11321497978028,-0.000223820169973272,-0.486874444996952,1.409,-0.231439017031783,0.262,-2.05499125247019,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.48",9,"Female",19,"A","LEARNING",1,48,3,679,,,,,,"cue2.png","Hard",0.00206226145693861,1.58361950999239,-0.000562746182224896,-0.715142437387495,2.164,1.16925403193812,2.289,0.930768975214877,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.49",9,"Female",19,"A","LEARNING",1,49,1,679,,,,,,"cue1.png","Easy",0.000428969055121838,0.0641748184473123,0.000288160537962424,-0.142053439471992,2.074,1.00228399961059,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.50",9,"Female",19,"A","LEARNING",1,50,1,679,,,,,,"cue1.png","Easy",0.000594399368955043,0.21807390711931,,,1.865,0.614542480094413,1.207,-0.663011274590376,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.51",9,"Female",19,"A","TrueCHOICE",9,1,1,679,,,,,,"","",,,,,,,,,"True","Left","Easy","Easy",0.0160728000046219,,,0.000702302598343705,1.11094005593056,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.52",9,"Female",19,"A","TrueCHOICE",9,2,1,679,,,,,,"","",,,,,,,,,"True","Left","Easy","Easy",0.0170209999923827,0.000217805932624619,-0.274382719474024,0.000740774365618672,1.13494917365395,1.457,0.105815514799854,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.53",9,"Female",19,"A","TrueCHOICE",9,3,3,679,,,,,,"","",,,,,,,,,"True","Left","Hard","Hard",0.0163201999966986,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.54",9,"Female",19,"A","TrueCHOICE",9,4,1,679,,,,,,"","",,,,,,,,,"True","Left","Easy","Easy",0.0137429000023985,,,,,1.139,-1.66520204869244,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.55",9,"Female",19,"A","TrueCHOICE",9,5,1,679,,,,,,"","",,,,,,,,,"True","Right","Easy","Easy",0.0164724000060232,-0.000896922745969989,-0.929225758037092,-0.00112672116941064,-0.0305007997760565,1.579,0.78526250456734,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.56",9,"Female",19,"A","TrueCHOICE",9,6,1,679,,,,,,"","",,,,,,,,,"True","Right","Easy","Easy",0.0164550999907078,0.000912277517203193,0.133581919252676,-0.00268171104643702,-1.00092502669978,1.577,0.774124029325249,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.57",9,"Female",19,"A","TrueCHOICE",9,7,1,679,,,,,,"","",,,,,,,,,"True","Left","Easy","Easy",0.0169989999994868,0.00429283766545024,2.11947886622481,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.58",9,"Female",19,"A","TrueCHOICE",9,8,1,679,,,,,,"","",,,,,,,,,"True","Right","Easy","Easy",0.0166171000018948,-0.000180281380133241,-0.508237567299794,-0.00302388100104036,-1.21446340310867,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.59",9,"Female",19,"A","TrueCHOICE",9,9,3,679,,,,,,"","",,,,,,,,,"True","Right","Hard","Hard",0.0165264999959617,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.60",9,"Female",19,"A","TrueCHOICE",9,10,1,679,,,,,,"","",,,,,,,,,"True","Right","Easy","Easy",0.0163140999939059,-0.00023641788724432,-0.541214740666574,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.61",9,"Female",19,"A","FalseCHOICE",9,1,2,679,,,,,,"","",,,,,,,,,"False","Left","Easy","Mid",0.0163135999900987,,,0.000702302598343705,1.11094005593056,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.62",9,"Female",19,"A","FalseCHOICE",9,2,2,679,,,,,,"","",,,,,,,,,"False","Right","Easy","Mid",0.0176253000099677,0.000217805932624619,-0.274382719474024,0.000740774365618672,1.13494917365395,1.457,0.105815514799854,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.63",9,"Female",19,"A","FalseCHOICE",9,3,2,679,,,,,,"","",,,,,,,,,"False","Right","Easy","Mid",0.0165771000029053,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.64",9,"Female",19,"A","FalseCHOICE",9,4,2,679,,,,,,"","",,,,,,,,,"False","Right","Easy","Mid",0.0165107999928295,,,,,1.139,-1.66520204869244,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.65",9,"Female",19,"A","FalseCHOICE",9,5,2,679,,,,,,"","",,,,,,,,,"False","Left","Easy","Mid",0.0016451999981654,-0.000896922745969989,-0.929225758037092,-0.00112672116941064,-0.0305007997760565,1.579,0.78526250456734,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.66",9,"Female",19,"A","FalseCHOICE",9,6,2,679,,,,,,"","",,,,,,,,,"False","Right","Easy","Mid",0.0171145999920554,0.000912277517203193,0.133581919252676,-0.00268171104643702,-1.00092502669978,1.577,0.774124029325249,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.67",9,"Female",19,"A","FalseCHOICE",9,7,2,679,,,,,,"","",,,,,,,,,"False","Right","Easy","Mid",0.016542199999094,0.00429283766545024,2.11947886622481,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.68",9,"Female",19,"A","FalseCHOICE",9,8,2,679,,,,,,"","",,,,,,,,,"False","Right","Hard","Mid",0.0175775999960023,-0.000180281380133241,-0.508237567299794,-0.00302388100104036,-1.21446340310867,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
"009.69",9,"Female",19,"A","FalseCHOICE",9,9,2,679,,,,,,"","",,,,,,,,,"False","Right","Hard","Mid",0.0150030000077094,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,0.714285714285714,1.25,0,1,3.22222222222222,2.125,1.55555555555556,2.33333333333333,2.625,3.33333333333333,2,2,1.5,1
